Folds number,Fold,Random State,Dropout probability,Activation function,Learning Rate,Epochs,Layers number,Hidden Size,RMSE
5,1,100,0.5,Softmax,0.1,100,2,16,25.047163
5,1,100,0.5,GELU,0.1,100,2,16,4.1648192
5,1,100,0.5,ReLU,0.1,100,3,16,12.069706
5,1,100,0.5,Tanh,0.1,100,3,16,15.833242
5,1,100,0.5,Sigmoid,0.1,100,3,16,16.73798
5,1,100,0.5,Softmax,0.1,100,3,16,24.803158
5,1,100,0.5,GELU,0.1,100,3,16,7.575786
5,1,100,0.5,ReLU,0.1,100,4,16,18.055946
5,1,100,0.5,Tanh,0.1,100,4,16,22.420837
5,1,100,0.5,Sigmoid,0.1,100,4,16,16.736458
5,1,100,0.5,Softmax,0.1,100,4,16,25.0617
5,1,100,0.5,GELU,0.1,100,4,16,7.831246
5,1,100,0.5,ReLU,0.1,100,1,32,1.1146836
5,1,100,0.5,Tanh,0.1,100,1,32,24.155586
5,1,100,0.5,Sigmoid,0.1,100,1,32,15.371399
5,1,100,0.5,Softmax,0.1,100,1,32,24.932917
5,1,100,0.5,GELU,0.1,100,1,32,2.1266108
5,1,100,0.5,ReLU,0.1,100,2,32,5.233556
5,1,100,0.5,Tanh,0.1,100,2,32,22.233044
5,1,100,0.5,Sigmoid,0.1,100,2,32,16.724117
5,1,100,0.5,Softmax,0.1,100,2,32,24.87845
5,1,100,0.5,GELU,0.1,100,2,32,3.9823492
5,1,100,0.5,ReLU,0.1,100,3,32,7.136568
5,1,100,0.5,Tanh,0.1,100,3,32,24.14103
5,1,100,0.5,Sigmoid,0.1,100,3,32,16.720474
5,1,100,0.5,Softmax,0.1,100,3,32,24.85727
5,1,100,0.5,GELU,0.1,100,3,32,5.8937335
5,1,100,0.5,ReLU,0.1,100,4,32,13.793097
5,1,100,0.5,Tanh,0.1,100,4,32,24.197412
5,1,100,0.5,Sigmoid,0.1,100,4,32,16.7267
5,1,100,0.5,Softmax,0.1,100,4,32,24.884327
5,1,100,0.5,GELU,0.1,100,4,32,9.701368
5,1,100,0.5,ReLU,0.1,100,1,64,1.6605494
5,1,100,0.5,Tanh,0.1,100,1,64,20.348076
5,1,100,0.5,Sigmoid,0.1,100,1,64,16.72613
5,1,100,0.5,Softmax,0.1,100,1,64,24.95172
5,1,100,0.5,GELU,0.1,100,1,64,2.0227282
5,1,100,0.5,ReLU,0.1,100,2,64,9.127514
5,1,100,0.5,Tanh,0.1,100,2,64,19.574366
5,1,100,0.5,Sigmoid,0.1,100,2,64,16.726181
5,1,100,0.5,Softmax,0.1,100,2,64,24.902647
5,1,100,0.5,GELU,0.1,100,2,64,1.518372
5,1,100,0.5,ReLU,0.1,100,3,64,25.26074
5,1,100,0.5,Tanh,0.1,100,3,64,24.914574
5,1,100,0.5,Sigmoid,0.1,100,3,64,16.716194
5,1,100,0.5,Softmax,0.1,100,3,64,24.829884
5,1,100,0.5,GELU,0.1,100,3,64,7.6225753
5,1,100,0.5,ReLU,0.1,100,4,64,35.39665
5,1,100,0.5,Tanh,0.1,100,4,64,24.742487
5,1,100,0.5,Sigmoid,0.1,100,4,64,16.731815
5,1,100,0.5,Softmax,0.1,100,4,64,24.84057
5,1,100,0.5,GELU,0.1,100,4,64,8.64559
5,1,100,0.5,ReLU,0.1,100,1,128,1.0735896
5,1,100,0.5,Tanh,0.1,100,1,128,21.131632
5,1,100,0.5,Sigmoid,0.1,100,1,128,16.717962
5,1,100,0.5,Softmax,0.1,100,1,128,24.922369
5,1,100,0.5,GELU,0.1,100,1,128,1.4717222
5,1,100,0.5,ReLU,0.1,100,2,128,8.596638
5,1,100,0.5,Tanh,0.1,100,2,128,20.741806
5,1,100,0.5,Sigmoid,0.1,100,2,128,16.719677
5,1,100,0.5,Softmax,0.1,100,2,128,24.861525
5,1,100,0.5,GELU,0.1,100,2,128,10.139843
5,1,100,0.5,ReLU,0.1,100,3,128,37.167103
5,1,100,0.5,Tanh,0.1,100,3,128,21.723116
5,1,100,0.5,Sigmoid,0.1,100,3,128,16.717575
5,1,100,0.5,Softmax,0.1,100,3,128,24.826279
5,1,100,0.5,GELU,0.1,100,3,128,15.503523
5,1,100,0.5,ReLU,0.1,100,4,128,39.569897
5,1,100,0.5,Tanh,0.1,100,4,128,25.657412
5,1,100,0.5,Sigmoid,0.1,100,4,128,16.715376
5,1,100,0.5,Softmax,0.1,100,4,128,24.8373
5,1,100,0.5,GELU,0.1,100,4,128,16.718103
5,1,100,0.5,ReLU,0.1,100,1,256,1.8598014
5,1,100,0.5,Tanh,0.1,100,1,256,22.365967
5,1,100,0.5,Sigmoid,0.1,100,1,256,16.71012
5,1,100,0.5,Softmax,0.1,100,1,256,24.903173
5,1,100,0.5,GELU,0.1,100,1,256,1.9939312
5,1,100,0.5,ReLU,0.1,100,2,256,12.1530075
5,1,100,0.5,Tanh,0.1,100,2,256,22.149532
5,1,100,0.5,Sigmoid,0.1,100,2,256,16.708984
5,1,100,0.5,Softmax,0.1,100,2,256,24.861807
5,1,100,0.5,GELU,0.1,100,2,256,16.715763
5,1,100,0.5,ReLU,0.1,100,3,256,13.095579
5,1,100,0.5,Tanh,0.1,100,3,256,25.588943
5,1,100,0.5,Sigmoid,0.1,100,3,256,16.709805
5,1,100,0.5,Softmax,0.1,100,3,256,24.849026
5,1,100,0.5,GELU,0.1,100,3,256,29.04364
5,1,100,0.5,ReLU,0.1,100,4,256,40.24725
5,1,100,0.5,Tanh,0.1,100,4,256,25.495815
5,1,100,0.5,Sigmoid,0.1,100,4,256,16.708193
5,1,100,0.5,Softmax,0.1,100,4,256,24.84193
5,1,100,0.5,GELU,0.1,100,4,256,39.92979
5,1,100,0.5,ReLU,0.1,150,1,16,4.627642
5,1,100,0.5,Tanh,0.1,150,1,16,15.396009
5,1,100,0.5,Sigmoid,0.1,150,1,16,11.789385
5,1,100,0.5,Softmax,0.1,150,1,16,20.768572
5,1,100,0.5,GELU,0.1,150,1,16,2.8612795
5,1,100,0.5,ReLU,0.1,150,2,16,7.1344686
5,1,100,0.5,Tanh,0.1,150,2,16,16.865211
5,1,100,0.5,Sigmoid,0.1,150,2,16,16.74655
5,1,100,0.5,Softmax,0.1,150,2,16,20.649868
5,1,100,0.5,GELU,0.1,150,2,16,6.151239
5,1,100,0.5,ReLU,0.1,150,3,16,11.478668
5,1,100,0.5,Tanh,0.1,150,3,16,22.261286
5,1,100,0.5,Sigmoid,0.1,150,3,16,16.738926
5,1,100,0.5,Softmax,0.1,150,3,16,20.704723
5,1,100,0.5,GELU,0.1,150,3,16,4.8747644
5,1,100,0.5,ReLU,0.1,150,4,16,12.75359
5,1,100,0.5,Tanh,0.1,150,4,16,22.352606
5,1,100,0.5,Sigmoid,0.1,150,4,16,16.744432
5,1,100,0.5,Softmax,0.1,150,4,16,20.727854
5,1,100,0.5,GELU,0.1,150,4,16,5.735171
5,1,100,0.5,ReLU,0.1,150,1,32,2.1193955
5,1,100,0.5,Tanh,0.1,150,1,32,23.805454
5,1,100,0.5,Sigmoid,0.1,150,1,32,14.60458
5,1,100,0.5,Softmax,0.1,150,1,32,20.696096
5,1,100,0.5,GELU,0.1,150,1,32,1.128548
5,1,100,0.5,ReLU,0.1,150,2,32,4.22364
5,1,100,0.5,Tanh,0.1,150,2,32,18.202066
5,1,100,0.5,Sigmoid,0.1,150,2,32,16.73194
5,1,100,0.5,Softmax,0.1,150,2,32,20.653341
5,1,100,0.5,GELU,0.1,150,2,32,3.771292
5,1,100,0.5,ReLU,0.1,150,3,32,28.673784
5,1,100,0.5,Tanh,0.1,150,3,32,23.74292
5,1,100,0.5,Sigmoid,0.1,150,3,32,16.747356
5,1,100,0.5,Softmax,0.1,150,3,32,20.575436
5,1,100,0.5,GELU,0.1,150,3,32,3.616075
5,1,100,0.5,ReLU,0.1,150,4,32,30.52448
5,1,100,0.5,Tanh,0.1,150,4,32,23.855362
5,1,100,0.5,Sigmoid,0.1,150,4,32,16.725386
5,1,100,0.5,Softmax,0.1,150,4,32,20.688477
5,1,100,0.5,GELU,0.1,150,4,32,5.6262302
5,1,100,0.5,ReLU,0.1,150,1,64,0.3220274
5,1,100,0.5,Tanh,0.1,150,1,64,19.820292
5,1,100,0.5,Sigmoid,0.1,150,1,64,14.358092
5,1,100,0.5,Softmax,0.1,150,1,64,20.591854
5,1,100,0.5,GELU,0.1,150,1,64,2.210311
5,1,100,0.5,ReLU,0.1,150,2,64,12.233876
5,1,100,0.5,Tanh,0.1,150,2,64,21.73889
5,1,100,0.5,Sigmoid,0.1,150,2,64,16.714706
5,1,100,0.5,Softmax,0.1,150,2,64,20.649763
5,1,100,0.5,GELU,0.1,150,2,64,7.08546
5,1,100,0.5,ReLU,0.1,150,3,64,28.26453
5,1,100,0.5,Tanh,0.1,150,3,64,24.717926
5,1,100,0.5,Sigmoid,0.1,150,3,64,16.7291
5,1,100,0.5,Softmax,0.1,150,3,64,20.686874
5,1,100,0.5,GELU,0.1,150,3,64,3.5998788
5,1,100,0.5,ReLU,0.1,150,4,64,28.22428
5,1,100,0.5,Tanh,0.1,150,4,64,19.82413
5,1,100,0.5,Sigmoid,0.1,150,4,64,16.72037
5,1,100,0.5,Softmax,0.1,150,4,64,20.634958
5,1,100,0.5,GELU,0.1,150,4,64,6.365821
5,1,100,0.5,ReLU,0.1,150,1,128,0.6145912
5,1,100,0.5,Tanh,0.1,150,1,128,20.787306
5,1,100,0.5,Sigmoid,0.1,150,1,128,16.7158
5,1,100,0.5,Softmax,0.1,150,1,128,20.642157
5,1,100,0.5,GELU,0.1,150,1,128,0.65854275
5,1,100,0.5,ReLU,0.1,150,2,128,16.081686
5,1,100,0.5,Tanh,0.1,150,2,128,21.135054
5,1,100,0.5,Sigmoid,0.1,150,2,128,16.710962
5,1,100,0.5,Softmax,0.1,150,2,128,20.589643
5,1,100,0.5,GELU,0.1,150,2,128,3.9961438
5,1,100,0.5,ReLU,0.1,150,3,128,37.289692
5,1,100,0.5,Tanh,0.1,150,3,128,25.169579
5,1,100,0.5,Sigmoid,0.1,150,3,128,16.714058
5,1,100,0.5,Softmax,0.1,150,3,128,20.595032
5,1,100,0.5,GELU,0.1,150,3,128,12.323491
5,1,100,0.5,ReLU,0.1,150,4,128,39.04743
5,1,100,0.5,Tanh,0.1,150,4,128,22.394403
5,1,100,0.5,Sigmoid,0.1,150,4,128,16.717861
5,1,100,0.5,Softmax,0.1,150,4,128,20.61327
5,1,100,0.5,GELU,0.1,150,4,128,23.09518
5,1,100,0.5,ReLU,0.1,150,1,256,1.9168465
5,1,100,0.5,Tanh,0.1,150,1,256,22.239334
5,1,100,0.5,Sigmoid,0.1,150,1,256,16.714087
5,1,100,0.5,Softmax,0.1,150,1,256,20.59907
5,1,100,0.5,GELU,0.1,150,1,256,4.8699436
5,1,100,0.5,ReLU,0.1,150,2,256,14.744054
5,1,100,0.5,Tanh,0.1,150,2,256,21.980309
5,1,100,0.5,Sigmoid,0.1,150,2,256,16.708952
5,1,100,0.5,Softmax,0.1,150,2,256,20.589592
5,1,100,0.5,GELU,0.1,150,2,256,11.493597
5,1,100,0.5,ReLU,0.1,150,3,256,39.975418
5,1,100,0.5,Tanh,0.1,150,3,256,25.888533
5,1,100,0.5,Sigmoid,0.1,150,3,256,16.714052
5,1,100,0.5,Softmax,0.1,150,3,256,20.590649
5,1,100,0.5,GELU,0.1,150,3,256,34.738495
5,1,100,0.5,ReLU,0.1,150,4,256,40.269657
5,1,100,0.5,Tanh,0.1,150,4,256,22.072319
5,1,100,0.5,Sigmoid,0.1,150,4,256,16.710289
5,1,100,0.5,Softmax,0.1,150,4,256,20.635353
5,1,100,0.5,GELU,0.1,150,4,256,37.62766
5,1,100,0.5,ReLU,0.1,200,1,16,4.35581
5,1,100,0.5,Tanh,0.1,200,1,16,21.92436
5,1,100,0.5,Sigmoid,0.1,200,1,16,13.754811
5,1,100,0.5,Softmax,0.1,200,1,16,18.314022
5,1,100,0.5,GELU,0.1,200,1,16,4.1503654
5,1,100,0.5,ReLU,0.1,200,2,16,5.7871976
5,1,100,0.5,Tanh,0.1,200,2,16,16.19954
5,1,100,0.5,Sigmoid,0.1,200,2,16,16.752783
5,1,100,0.5,Softmax,0.1,200,2,16,18.390963
5,1,100,0.5,GELU,0.1,200,2,16,3.7235842
5,1,100,0.5,ReLU,0.1,200,3,16,12.41546
5,1,100,0.5,Tanh,0.1,200,3,16,18.349558
5,1,100,0.5,Sigmoid,0.1,200,3,16,16.754017
5,1,100,0.5,Softmax,0.1,200,3,16,18.326902
5,1,100,0.5,GELU,0.1,200,3,16,5.2701187
5,1,100,0.5,ReLU,0.1,200,4,16,9.846909
5,1,100,0.5,Tanh,0.1,200,4,16,22.025532
5,1,100,0.5,Sigmoid,0.1,200,4,16,16.743607
5,1,100,0.5,Softmax,0.1,200,4,16,18.277908
5,1,100,0.5,GELU,0.1,200,4,16,8.864987
5,1,100,0.5,ReLU,0.1,200,1,32,1.2850522
5,1,100,0.5,Tanh,0.1,200,1,32,23.73855
5,1,100,0.5,Sigmoid,0.1,200,1,32,13.547163
5,1,100,0.5,Softmax,0.1,200,1,32,18.325344
5,1,100,0.5,GELU,0.1,200,1,32,1.2223065
5,1,100,0.5,ReLU,0.1,200,2,32,5.1860876
5,1,100,0.5,Tanh,0.1,200,2,32,18.23899
5,1,100,0.5,Sigmoid,0.1,200,2,32,16.729868
5,1,100,0.5,Softmax,0.1,200,2,32,18.334738
5,1,100,0.5,GELU,0.1,200,2,32,3.5518005
5,1,100,0.5,ReLU,0.1,200,3,32,5.6946673
5,1,100,0.5,Tanh,0.1,200,3,32,19.82288
5,1,100,0.5,Sigmoid,0.1,200,3,32,16.741282
5,1,100,0.5,Softmax,0.1,200,3,32,18.350836
5,1,100,0.5,GELU,0.1,200,3,32,2.3918345
5,1,100,0.5,ReLU,0.1,200,4,32,27.850233
5,1,100,0.5,Tanh,0.1,200,4,32,17.58382
5,1,100,0.5,Sigmoid,0.1,200,4,32,16.746532
5,1,100,0.5,Softmax,0.1,200,4,32,18.381186
5,1,100,0.5,GELU,0.1,200,4,32,2.7681315
5,1,100,0.5,ReLU,0.1,200,1,64,1.0734669
5,1,100,0.5,Tanh,0.1,200,1,64,20.121367
5,1,100,0.5,Sigmoid,0.1,200,1,64,13.235537
5,1,100,0.5,Softmax,0.1,200,1,64,18.330011
5,1,100,0.5,GELU,0.1,200,1,64,1.1351074
5,1,100,0.5,ReLU,0.1,200,2,64,12.145126
5,1,100,0.5,Tanh,0.1,200,2,64,19.967388
5,1,100,0.5,Sigmoid,0.1,200,2,64,16.719015
5,1,100,0.5,Softmax,0.1,200,2,64,18.327396
5,1,100,0.5,GELU,0.1,200,2,64,3.0601356
5,1,100,0.5,ReLU,0.1,200,3,64,17.78761
5,1,100,0.5,Tanh,0.1,200,3,64,18.997019
5,1,100,0.5,Sigmoid,0.1,200,3,64,16.717365
5,1,100,0.5,Softmax,0.1,200,3,64,18.32715
5,1,100,0.5,GELU,0.1,200,3,64,6.7918572
5,1,100,0.5,ReLU,0.1,200,4,64,26.57436
5,1,100,0.5,Tanh,0.1,200,4,64,20.931044
5,1,100,0.5,Sigmoid,0.1,200,4,64,16.72908
5,1,100,0.5,Softmax,0.1,200,4,64,18.348389
5,1,100,0.5,GELU,0.1,200,4,64,2.8089013
5,1,100,0.5,ReLU,0.1,200,1,128,0.9177542
5,1,100,0.5,Tanh,0.1,200,1,128,21.83668
5,1,100,0.5,Sigmoid,0.1,200,1,128,16.712553
5,1,100,0.5,Softmax,0.1,200,1,128,18.290085
5,1,100,0.5,GELU,0.1,200,1,128,1.5345387
5,1,100,0.5,ReLU,0.1,200,2,128,10.484104
5,1,100,0.5,Tanh,0.1,200,2,128,20.38253
5,1,100,0.5,Sigmoid,0.1,200,2,128,16.71431
5,1,100,0.5,Softmax,0.1,200,2,128,18.312288
5,1,100,0.5,GELU,0.1,200,2,128,4.185075
5,1,100,0.5,ReLU,0.1,200,3,128,32.274837
5,1,100,0.5,Tanh,0.1,200,3,128,25.908651
5,1,100,0.5,Sigmoid,0.1,200,3,128,16.714823
5,1,100,0.5,Softmax,0.1,200,3,128,18.313623
5,1,100,0.5,GELU,0.1,200,3,128,9.184934
5,1,100,0.5,ReLU,0.1,200,4,128,37.836872
5,1,100,0.5,Tanh,0.1,200,4,128,20.312622
5,1,100,0.5,Sigmoid,0.1,200,4,128,16.71297
5,1,100,0.5,Softmax,0.1,200,4,128,18.333979
5,1,100,0.5,GELU,0.1,200,4,128,11.080176
5,1,100,0.5,ReLU,0.1,200,1,256,5.1638417
5,1,100,0.5,Tanh,0.1,200,1,256,21.607372
5,1,100,0.5,Sigmoid,0.1,200,1,256,16.710009
5,1,100,0.5,Softmax,0.1,200,1,256,18.287191
5,1,100,0.5,GELU,0.1,200,1,256,1.0953746
5,1,100,0.5,ReLU,0.1,200,2,256,9.740257
5,1,100,0.5,Tanh,0.1,200,2,256,21.768927
5,1,100,0.5,Sigmoid,0.1,200,2,256,16.709938
5,1,100,0.5,Softmax,0.1,200,2,256,18.287163
5,1,100,0.5,GELU,0.1,200,2,256,5.237707
5,1,100,0.5,ReLU,0.1,200,3,256,15.652715
5,1,100,0.5,Tanh,0.1,200,3,256,25.485365
5,1,100,0.5,Sigmoid,0.1,200,3,256,16.713402
5,1,100,0.5,Softmax,0.1,200,3,256,18.295551
5,1,100,0.5,GELU,0.1,200,3,256,37.66509
5,1,100,0.5,ReLU,0.1,200,4,256,40.19829
5,1,100,0.5,Tanh,0.1,200,4,256,25.550644
5,1,100,0.5,Sigmoid,0.1,200,4,256,16.710733
5,1,100,0.5,Softmax,0.1,200,4,256,18.298368
5,1,100,0.5,GELU,0.1,200,4,256,16.797285
5,1,100,0.5,ReLU,0.15,100,1,16,5.97332
5,1,100,0.5,Tanh,0.15,100,1,16,22.21819
5,1,100,0.5,Sigmoid,0.15,100,1,16,16.113163
5,1,100,0.5,Softmax,0.15,100,1,16,20.341284
5,1,100,0.5,GELU,0.15,100,1,16,3.8578734
5,1,100,0.5,ReLU,0.15,100,2,16,9.853402
5,1,100,0.5,Tanh,0.15,100,2,16,15.074712
5,1,100,0.5,Sigmoid,0.15,100,2,16,16.744858
5,1,100,0.5,Softmax,0.15,100,2,16,20.489962
5,1,100,0.5,GELU,0.15,100,2,16,5.1463056
5,1,100,0.5,ReLU,0.15,100,3,16,17.340954
5,1,100,0.5,Tanh,0.15,100,3,16,19.665108
5,1,100,0.5,Sigmoid,0.15,100,3,16,16.74087
5,1,100,0.5,Softmax,0.15,100,3,16,20.436028
5,1,100,0.5,GELU,0.15,100,3,16,5.2073526
5,1,100,0.5,ReLU,0.15,100,4,16,28.96107
5,1,100,0.5,Tanh,0.15,100,4,16,22.20703
5,1,100,0.5,Sigmoid,0.15,100,4,16,16.750381
5,1,100,0.5,Softmax,0.15,100,4,16,20.414722
5,1,100,0.5,GELU,0.15,100,4,16,5.1770825
5,1,100,0.5,ReLU,0.15,100,1,32,2.0387459
5,1,100,0.5,Tanh,0.15,100,1,32,23.813606
5,1,100,0.5,Sigmoid,0.15,100,1,32,14.867387
5,1,100,0.5,Softmax,0.15,100,1,32,20.313847
5,1,100,0.5,GELU,0.15,100,1,32,2.4013011
5,1,100,0.5,ReLU,0.15,100,2,32,4.3950686
5,1,100,0.5,Tanh,0.15,100,2,32,23.833506
5,1,100,0.5,Sigmoid,0.15,100,2,32,16.736061
5,1,100,0.5,Softmax,0.15,100,2,32,20.320467
5,1,100,0.5,GELU,0.15,100,2,32,4.4685173
5,1,100,0.5,ReLU,0.15,100,3,32,29.997272
5,1,100,0.5,Tanh,0.15,100,3,32,23.912663
5,1,100,0.5,Sigmoid,0.15,100,3,32,16.72809
5,1,100,0.5,Softmax,0.15,100,3,32,20.350676
5,1,100,0.5,GELU,0.15,100,3,32,11.769651
5,1,100,0.5,ReLU,0.15,100,4,32,28.435871
5,1,100,0.5,Tanh,0.15,100,4,32,23.727251
5,1,100,0.5,Sigmoid,0.15,100,4,32,16.738108
5,1,100,0.5,Softmax,0.15,100,4,32,20.3997
5,1,100,0.5,GELU,0.15,100,4,32,7.4962187
5,1,100,0.5,ReLU,0.15,100,1,64,0.83413243
5,1,100,0.5,Tanh,0.15,100,1,64,21.072609
5,1,100,0.5,Sigmoid,0.15,100,1,64,14.217913
5,1,100,0.5,Softmax,0.15,100,1,64,20.431147
5,1,100,0.5,GELU,0.15,100,1,64,4.313731
5,1,100,0.5,ReLU,0.15,100,2,64,13.158243
5,1,100,0.5,Tanh,0.15,100,2,64,19.339157
5,1,100,0.5,Sigmoid,0.15,100,2,64,16.711477
5,1,100,0.5,Softmax,0.15,100,2,64,20.401932
5,1,100,0.5,GELU,0.15,100,2,64,11.734637
5,1,100,0.5,ReLU,0.15,100,3,64,33.62838
5,1,100,0.5,Tanh,0.15,100,3,64,24.717518
5,1,100,0.5,Sigmoid,0.15,100,3,64,16.714973
5,1,100,0.5,Softmax,0.15,100,3,64,20.408945
5,1,100,0.5,GELU,0.15,100,3,64,15.813347
5,1,100,0.5,ReLU,0.15,100,4,64,36.32638
5,1,100,0.5,Tanh,0.15,100,4,64,20.935448
5,1,100,0.5,Sigmoid,0.15,100,4,64,16.720947
5,1,100,0.5,Softmax,0.15,100,4,64,20.4179
5,1,100,0.5,GELU,0.15,100,4,64,17.105188
5,1,100,0.5,ReLU,0.15,100,1,128,2.3268774
5,1,100,0.5,Tanh,0.15,100,1,128,21.179861
5,1,100,0.5,Sigmoid,0.15,100,1,128,16.71441
5,1,100,0.5,Softmax,0.15,100,1,128,20.377733
5,1,100,0.5,GELU,0.15,100,1,128,1.2414404
5,1,100,0.5,ReLU,0.15,100,2,128,9.347571
5,1,100,0.5,Tanh,0.15,100,2,128,20.949133
5,1,100,0.5,Sigmoid,0.15,100,2,128,16.70796
5,1,100,0.5,Softmax,0.15,100,2,128,20.343054
5,1,100,0.5,GELU,0.15,100,2,128,12.55188
5,1,100,0.5,ReLU,0.15,100,3,128,13.767565
5,1,100,0.5,Tanh,0.15,100,3,128,25.343811
5,1,100,0.5,Sigmoid,0.15,100,3,128,16.70838
5,1,100,0.5,Softmax,0.15,100,3,128,20.405863
5,1,100,0.5,GELU,0.15,100,3,128,26.790886
5,1,100,0.5,ReLU,0.15,100,4,128,40.399426
5,1,100,0.5,Tanh,0.15,100,4,128,22.448866
5,1,100,0.5,Sigmoid,0.15,100,4,128,16.71333
5,1,100,0.5,Softmax,0.15,100,4,128,20.352417
5,1,100,0.5,GELU,0.15,100,4,128,10.237385
5,1,100,0.5,ReLU,0.15,100,1,256,4.73342
5,1,100,0.5,Tanh,0.15,100,1,256,21.756765
5,1,100,0.5,Sigmoid,0.15,100,1,256,16.712399
5,1,100,0.5,Softmax,0.15,100,1,256,20.380928
5,1,100,0.5,GELU,0.15,100,1,256,1.3721672
5,1,100,0.5,ReLU,0.15,100,2,256,16.701551
5,1,100,0.5,Tanh,0.15,100,2,256,22.393997
5,1,100,0.5,Sigmoid,0.15,100,2,256,16.720026
5,1,100,0.5,Softmax,0.15,100,2,256,20.367641
5,1,100,0.5,GELU,0.15,100,2,256,21.606272
5,1,100,0.5,ReLU,0.15,100,3,256,18.252897
5,1,100,0.5,Tanh,0.15,100,3,256,25.430489
5,1,100,0.5,Sigmoid,0.15,100,3,256,16.710505
5,1,100,0.5,Softmax,0.15,100,3,256,20.37029
5,1,100,0.5,GELU,0.15,100,3,256,38.062298
5,1,100,0.5,ReLU,0.15,100,4,256,40.50468
5,1,100,0.5,Tanh,0.15,100,4,256,25.12776
5,1,100,0.5,Sigmoid,0.15,100,4,256,16.715422
5,1,100,0.5,Softmax,0.15,100,4,256,20.37044
5,1,100,0.5,GELU,0.15,100,4,256,37.46889
5,1,100,0.5,ReLU,0.15,150,1,16,6.1893578
5,1,100,0.5,Tanh,0.15,150,1,16,21.88304
5,1,100,0.5,Sigmoid,0.15,150,1,16,15.632068
5,1,100,0.5,Softmax,0.15,150,1,16,17.585394
5,1,100,0.5,GELU,0.15,150,1,16,3.8445063
5,1,100,0.5,ReLU,0.15,150,2,16,8.390523
5,1,100,0.5,Tanh,0.15,150,2,16,19.968256
5,1,100,0.5,Sigmoid,0.15,150,2,16,16.744766
5,1,100,0.5,Softmax,0.15,150,2,16,17.579739
5,1,100,0.5,GELU,0.15,150,2,16,7.131231
5,1,100,0.5,ReLU,0.15,150,3,16,13.962447
5,1,100,0.5,Tanh,0.15,150,3,16,21.808575
5,1,100,0.5,Sigmoid,0.15,150,3,16,16.735855
5,1,100,0.5,Softmax,0.15,150,3,16,17.571833
5,1,100,0.5,GELU,0.15,150,3,16,8.703711
5,1,100,0.5,ReLU,0.15,150,4,16,17.149086
5,1,100,0.5,Tanh,0.15,150,4,16,14.611411
5,1,100,0.5,Sigmoid,0.15,150,4,16,16.753466
5,1,100,0.5,Softmax,0.15,150,4,16,17.53102
5,1,100,0.5,GELU,0.15,150,4,16,9.065232
5,1,100,0.5,ReLU,0.15,150,1,32,2.7494125
5,1,100,0.5,Tanh,0.15,150,1,32,23.578817
5,1,100,0.5,Sigmoid,0.15,150,1,32,13.54808
5,1,100,0.5,Softmax,0.15,150,1,32,17.586193
5,1,100,0.5,GELU,0.15,150,1,32,2.8407712
5,1,100,0.5,ReLU,0.15,150,2,32,4.921522
5,1,100,0.5,Tanh,0.15,150,2,32,23.225576
5,1,100,0.5,Sigmoid,0.15,150,2,32,16.723167
5,1,100,0.5,Softmax,0.15,150,2,32,17.542137
5,1,100,0.5,GELU,0.15,150,2,32,5.5256023
5,1,100,0.5,ReLU,0.15,150,3,32,14.010609
5,1,100,0.5,Tanh,0.15,150,3,32,23.303555
5,1,100,0.5,Sigmoid,0.15,150,3,32,16.742466
5,1,100,0.5,Softmax,0.15,150,3,32,17.566029
5,1,100,0.5,GELU,0.15,150,3,32,2.9975982
5,1,100,0.5,ReLU,0.15,150,4,32,24.887417
5,1,100,0.5,Tanh,0.15,150,4,32,23.234394
5,1,100,0.5,Sigmoid,0.15,150,4,32,16.729809
5,1,100,0.5,Softmax,0.15,150,4,32,17.549017
5,1,100,0.5,GELU,0.15,150,4,32,11.385072
5,1,100,0.5,ReLU,0.15,150,1,64,0.9266986
5,1,100,0.5,Tanh,0.15,150,1,64,19.248215
5,1,100,0.5,Sigmoid,0.15,150,1,64,15.580807
5,1,100,0.5,Softmax,0.15,150,1,64,17.52903
5,1,100,0.5,GELU,0.15,150,1,64,2.9055238
5,1,100,0.5,ReLU,0.15,150,2,64,7.1720023
5,1,100,0.5,Tanh,0.15,150,2,64,20.373053
5,1,100,0.5,Sigmoid,0.15,150,2,64,16.72656
5,1,100,0.5,Softmax,0.15,150,2,64,17.555185
5,1,100,0.5,GELU,0.15,150,2,64,5.7391076
5,1,100,0.5,ReLU,0.15,150,3,64,27.696478
5,1,100,0.5,Tanh,0.15,150,3,64,20.09152
5,1,100,0.5,Sigmoid,0.15,150,3,64,16.714075
5,1,100,0.5,Softmax,0.15,150,3,64,17.56155
5,1,100,0.5,GELU,0.15,150,3,64,2.4334445
5,1,100,0.5,ReLU,0.15,150,4,64,38.45903
5,1,100,0.5,Tanh,0.15,150,4,64,24.289825
5,1,100,0.5,Sigmoid,0.15,150,4,64,16.715624
5,1,100,0.5,Softmax,0.15,150,4,64,17.55212
5,1,100,0.5,GELU,0.15,150,4,64,9.627697
5,1,100,0.5,ReLU,0.15,150,1,128,0.8062941
5,1,100,0.5,Tanh,0.15,150,1,128,21.298037
5,1,100,0.5,Sigmoid,0.15,150,1,128,16.711834
5,1,100,0.5,Softmax,0.15,150,1,128,17.532885
5,1,100,0.5,GELU,0.15,150,1,128,2.430231
5,1,100,0.5,ReLU,0.15,150,2,128,13.132512
5,1,100,0.5,Tanh,0.15,150,2,128,25.024122
